,train_losses,val_losses,val_acc
51,0.4271096048707312,1.416984586417675,0.6358
52,0.4244328658519821,1.3927004992961884,0.664
53,0.4326151194558902,1.4919529259204865,0.6348
54,0.41957303750413383,1.372404943406582,0.6544
55,0.43997644675387576,1.5661218091845512,0.628
56,0.43100420267067174,1.3783996105194092,0.6664
57,0.41466046958653763,1.5350635141134261,0.6278
58,0.41867108985951,1.5558808743953705,0.6206
59,0.4190588103691963,1.5762841552495956,0.625
60,0.17593423613685777,0.9124925799667836,0.7566
61,0.09849113371985202,0.9476218178868294,0.7572
62,0.07873587581244382,0.946737240254879,0.7542
63,0.06494706756943329,0.9417773693799972,0.763
64,0.060713757019997996,0.939807015657425,0.7602
65,0.06284094482279298,0.9825453877449035,0.7476
66,0.06854954044419256,0.990238307416439,0.7464
67,0.08947131835686212,1.1177061319351196,0.7278
68,0.12095874602991072,1.1941629484295846,0.71
69,0.1625074873763052,1.2793212547898292,0.7014
70,0.21755020777610215,1.3350650623440743,0.6848
71,0.2290731368332424,1.3442405238747597,0.6718
72,0.2304527115457776,1.2832998663187027,0.6928
73,0.22074984522028404,1.3439647078514099,0.682
74,0.21148020439696583,1.4247201427817344,0.6604
75,0.19469948316162283,1.2787916332483291,0.6926
76,0.20655356288294902,1.2986995995044708,0.6754
77,0.19790363559414717,1.3037910431623458,0.685
78,0.19011318918571554,1.424213357269764,0.6708
79,0.19246926929124378,1.353969283401966,0.6842
80,0.1890255286866291,1.2097486153244972,0.6994
81,0.19210615955208513,1.365717601776123,0.6768
82,0.19001820766028354,1.2355855718255042,0.7054
83,0.17995938356034458,1.2288596242666245,0.699
84,0.18170685829086738,1.3176081299781799,0.6764
85,0.18343042122962122,1.42061505317688,0.6694
86,0.1857629257931628,1.417562198638916,0.6748
87,0.18104094412939792,1.3447046130895615,0.686
88,0.19271099757911128,1.377849020063877,0.6694
89,0.17896695229732854,1.2458960175514222,0.69
90,0.06324324169492518,0.9384306222200394,0.7656
91,0.029678014022382824,0.9029182404279709,0.7738
92,0.02236277620646764,0.8549772143363953,0.7754
93,0.019562728110362183,0.8811692491173744,0.7892
94,0.01794127644759349,0.8870704904198646,0.7828
95,0.016993396492166954,0.8426926761865616,0.785
96,0.016577909727030517,0.8376726374030113,0.7898
97,0.01649542961968109,0.829548105597496,0.7864
98,0.016739306452853434,0.8244850501418114,0.7888
99,0.01640260712751611,0.8168907031416893,0.7886
100,0.01633807124612345,0.813226655125618,0.789
101,0.016779629852284084,0.797303918004036,0.793
102,0.01724367238454182,0.8302343130111695,0.7912
103,0.01698985757750713,0.8205729618668556,0.7906
104,0.018021838591349395,0.8064122125506401,0.7862
105,0.019279763208363544,0.8423221975564956,0.7884
106,0.01861713622400368,0.8095916748046875,0.7942
107,0.018156892397779633,0.7888604253530502,0.7916
108,0.01804013482548974,0.8042959049344063,0.7928
109,0.019602483614686538,0.7918608650565148,0.793
110,0.026019335523332385,0.8824787765741349,0.7754
111,0.034853421564383265,0.8984350457787513,0.7674
112,0.050213898680257524,1.060484305024147,0.741
113,0.07780103670136834,1.2674271762371063,0.6894
114,0.13362297488757494,1.3793121472001075,0.6674
115,0.22490544026632878,1.4872685700654984,0.6466
116,0.23583742046982728,1.3532267168164254,0.6728
117,0.18349605570123953,1.285362759232521,0.69
118,0.15850765742784875,1.2275569409132003,0.7022
119,0.14122073986271227,1.2623433589935302,0.705
120,0.05151400303954936,0.9045435428619385,0.7766
121,0.024017475354908543,0.8911875881254673,0.7822
122,0.017638547949238935,0.850906740128994,0.7866
123,0.014245547166369348,0.8337765350937844,0.789
124,0.01344560870943083,0.8429413318634034,0.7886
125,0.01293410641797395,0.8307207390666008,0.7884
126,0.012784626959315077,0.8325353682041168,0.7968
127,0.011845058036587116,0.818472458422184,0.7948
128,0.011166362615767866,0.8173880875110626,0.7924
129,0.010876038016497412,0.8315692484378815,0.794
130,0.011635567230934446,0.8205189824104309,0.797
131,0.011416645802620968,0.8233697012066841,0.7958
132,0.011678673379885202,0.8342024274170399,0.8004
133,0.011425258192254907,0.7829477846622467,0.8028
134,0.011926831513516267,0.8033172741532326,0.7992
135,0.012159788118548353,0.7892311334609985,0.7998
136,0.012354592681566084,0.7863095551729202,0.803
137,0.013111825471489945,0.7959404870867729,0.7998
138,0.012877254979684949,0.7881197318434715,0.8002
139,0.012634895022281191,0.8066825628280639,0.7974
140,0.0131506448907947,0.7989199161529541,0.8018
141,0.013098304271063005,0.7810069516301155,0.801
142,0.013152637122071941,0.7903751567006111,0.8016
143,0.013809212742754344,0.8272631332278252,0.8014
144,0.014178903990382836,0.7922722354531289,0.7968
145,0.014016571534077892,0.8040163680911064,0.8008
146,0.013827729435764591,0.7983596354722977,0.8018
147,0.014298146241344512,0.8082358032464981,0.8032
148,0.014022415366277775,0.8031197130680084,0.8026
149,0.014451476279646158,0.826054485142231,0.8016
150,0.013672478078991513,0.7807326018810272,0.802
151,0.013474049485838887,0.7896468818187714,0.804
152,0.013295412217055193,0.8012309446930885,0.8046
153,0.013005370840387926,0.7879380792379379,0.806
154,0.013247615287334404,0.7809743262827397,0.804
155,0.013260283332783729,0.8202155604958534,0.805
156,0.013136427780740301,0.7935090735554695,0.8032
157,0.013700388387819245,0.7887169674038887,0.8048
158,0.013233678325460378,0.7898934379220008,0.8018
159,0.013528324806512419,0.787474388629198,0.8044
160,0.01344945209778168,0.7823370009660721,0.8042
161,0.013035539987454698,0.7941434442996979,0.8062
162,0.013177343284372579,0.8094476267695427,0.806
163,0.013055058238519863,0.7979895889759063,0.8058
164,0.013273663178551942,0.7972688734531402,0.8032
165,0.013111964280886406,0.7733268588781357,0.8046
166,0.013188810278238221,0.7910441353917121,0.8032
167,0.013167230306531896,0.7928736329078674,0.8044
168,0.013392146906963635,0.7777428299188613,0.8048
169,0.013719776179641485,0.7957449272274971,0.8026
170,0.013357069629075175,0.7790035396814347,0.8034
171,0.013602234655991197,0.7824937716126442,0.8074
172,0.013505896204151213,0.7939833298325538,0.8084
173,0.013155893147499724,0.7891625091433525,0.8056
174,0.013501208915840834,0.7893926665186882,0.8044
175,0.013585603594864633,0.7804756045341492,0.8016
176,0.013257815354419026,0.7753677368164062,0.804
177,0.013144318961580708,0.790826664865017,0.8044
178,0.013531292979182168,0.7940875984728336,0.8012
179,0.01363408050118861,0.8019235864281654,0.8052
180,0.012817221317990598,0.7890068233013153,0.8048
181,0.01289275671694089,0.8314058780670166,0.8066
182,0.012768943852279335,0.8159518733620643,0.807
183,0.012903798599092459,0.791820029169321,0.8064
184,0.012865644855826924,0.8141304597258567,0.8048
185,0.012917866940948774,0.7830109372735023,0.805
186,0.01305099015272307,0.7832159377634526,0.8064
187,0.012669485998974944,0.8157576292753219,0.8038
188,0.012869079938602888,0.7826136857271194,0.8048
189,0.012932444663337346,0.8239367350935936,0.8078
190,0.012630997820947827,0.7831450521945953,0.806
191,0.012542844406032766,0.7887294240295887,0.8036
192,0.012737405740401962,0.7994543477892876,0.806
193,0.012790043833030557,0.7961018532514572,0.8058
194,0.01272614349992099,0.8025476604700088,0.8038
195,0.012724044965580106,0.7865745961666107,0.8046
196,0.01274805071245117,0.865031222999096,0.8056
197,0.012637670400594785,0.7987943559885025,0.8046
198,0.013004820328205824,0.8194127440452575,0.8072
199,0.012603088181508197,0.8234931513667106,0.8054
200,0.012629473227372562,0.796276756376028,0.805
201,0.012528735932640055,0.8103066548705101,0.8046
202,0.012719287161334332,0.8014698997139931,0.8054
203,0.012607330027756027,0.79394146874547,0.8066
204,0.012676964238794013,0.7959009230136871,0.807
205,0.012929221329448575,0.8060188114643096,0.8066
206,0.012785977302965794,0.8165839970111847,0.8028
